Country Name,Country Code,Series,Series Code,2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023],2024 [YR2024],2025 [YR2025]
Mauritania,MRT,"School age population, tertiary education, both sexes (number)",SP.TER.TOTL.IN,255246,263358,271562,280134,288994,298075,307376,316488,316037,324892,333210,341023,348389,355500,362809,370625,378890,387488,396714,406316,..,..,..,..,..,..
Mauritania,MRT,"Enrolment in tertiary education, ISCED 6 programmes, both sexes (number)",UIS.E.6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,18113,17425,15473,..,..,..,..,..,..,..,..
Mauritania,MRT,"Enrolment in tertiary education, ISCED 7 programmes, both sexes (number)",UIS.E.7,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2493,2594,3419,..,..,..,..,..,..,..,..
Mauritania,MRT,"Enrolment in tertiary education, ISCED 8 programmes, both sexes (number)",UIS.E.8,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,49,25,111,..,..,..,..,..,..,..,..
Mauritius,MUS,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,3900,3970,3960,4410,5170,5600,5930,6490,7400,7800,8080,8400,9550,10520,10820,10700,10640,11000,12050,..,..,..,..,..,..,..
Mauritius,MUS,"Population, total",SP.POP.TOTL,1186873,1196287,1204621,1213370,1221003,1228254,1233996,1239630,1244121,1247429,1250400,1252404,1255882,1258653,1260934,1262605,1263473,1264613,1265303,1268000,..,..,..,..,..,..
Mauritius,MUS,"School age population, tertiary education, both sexes (number)",SP.TER.TOTL.IN,109959,109785,106395,102411,98890,96068,94161,93239,93629,94965,99215,101449,103242,103939,103401,101218,98274,95699,..,..,..,..,..,..,..,..
Mauritius,MUS,"Enrolment in tertiary education, ISCED 6 programmes, both sexes (number)",UIS.E.6,..,..,..,..,..,..,..,..,..,..,..,..,..,29985,32263,30621,30676,30948,..,..,..,..,..,..,..,..
Mauritius,MUS,"Enrolment in tertiary education, ISCED 7 programmes, both sexes (number)",UIS.E.7,..,..,..,..,..,..,..,..,..,..,..,..,..,3757,3488,3598,3685,4000,..,..,..,..,..,..,..,..
Mauritius,MUS,"Enrolment in tertiary education, ISCED 8 programmes, both sexes (number)",UIS.E.8,148,145,177,126,166,225,260,268,386,70,100,92,78,218,280,214,261,351,..,..,..,..,..,..,..,..
Mayotte,MYT,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Mayotte,MYT,"Population, total",SP.POP.TOTL,150331,155754,161205,166721,172339,178098,184031,190098,196279,202503,208718,214923,221122,227351,233638,240020,246489,253000,260000,266000,..,..,..,..,..,..
Mayotte,MYT,"School age population, tertiary education, both sexes (number)",SP.TER.TOTL.IN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Mayotte,MYT,"Enrolment in tertiary education, ISCED 6 programmes, both sexes (number)",UIS.E.6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Mayotte,MYT,"Enrolment in tertiary education, ISCED 7 programmes, both sexes (number)",UIS.E.7,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Mayotte,MYT,"Enrolment in tertiary education, ISCED 8 programmes, both sexes (number)",UIS.E.8,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Mexico,MEX,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,6210,6740,7100,7360,7820,8050,8690,9250,9780,8820,9040,9310,10050,10270,10510,10170,9400,8930,9180,..,..,..,..,..,..,..
Mexico,MEX,"Population, total",SP.POP.TOTL,98899845,100298153,101684758,103081020,104514932,106005203,107560153,109170502,110815271,112463887,114092963,115695473,117274155,118827161,120355128,121858258,123333376,124777324,126190788,127576000,..,..,..,..,..,..
Mexico,MEX,"School age population, tertiary education, both sexes (number)",SP.TER.TOTL.IN,9578654,9631298,9712700,9774490,9816997,9848112,9869639,9947123,10046583,10174962,10330252,10519251,10726156,10892223,10996898,11048114,11043527,11012584,10986234,..,..,..,..,..,..,..
Mexico,MEX,"Enrolment in tertiary education, ISCED 6 programmes, both sexes (number)",UIS.E.6,..,..,..,..,..,..,..,..,..,..,..,..,..,2936111,3042546,3118608,3740744,3916844,4035251,..,..,..,..,..,..,..
Mexico,MEX,"Enrolment in tertiary education, ISCED 7 programmes, both sexes (number)",UIS.E.7,..,..,..,..,..,..,..,..,..,..,..,..,..,202703,199846,205729,289660,294661,308188,..,..,..,..,..,..,..
Mexico,MEX,"Enrolment in tertiary education, ISCED 8 programmes, both sexes (number)",UIS.E.8,8407,9130,9722,10415,11945,13081,13458,15135,16698,18530,20870,23122,26089,27191,29355,31364,38770,39448,43744,..,..,..,..,..,..,..
"Micronesia, Fed. Sts.",FSM,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,2210,2260,2270,2380,2440,2560,2560,2570,2590,2820,2900,3070,3150,3180,3150,3490,3410,3450,3400,..,..,..,..,..,..,..
"Micronesia, Fed. Sts.",FSM,"Population, total",SP.POP.TOTL,107402,107173,107030,106901,106625,106129,105371,104444,103543,102975,102911,103450,104506,105926,107446,108895,110215,111459,112640,114000,..,..,..,..,..,..
"Micronesia, Fed. Sts.",FSM,"School age population, tertiary education, both sexes (number)",SP.TER.TOTL.IN,10901,11196,11614,11992,12261,12425,12479,11898,11306,10822,10514,..,..,..,11535,..,..,..,..,..,..,..,..,..,..,..
"Micronesia, Fed. Sts.",FSM,"Enrolment in tertiary education, ISCED 6 programmes, both sexes (number)",UIS.E.6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Micronesia, Fed. Sts.",FSM,"Enrolment in tertiary education, ISCED 7 programmes, both sexes (number)",UIS.E.7,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Micronesia, Fed. Sts.",FSM,"Enrolment in tertiary education, ISCED 8 programmes, both sexes (number)",UIS.E.8,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Middle East & North Africa,MEA,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,2878.58701714412,2969.0808623356,2958.36444971701,3214.50131110402,3650.63907388853,4157.5162890199,4731.88129732988,5454.0596327912,6342.50534465033,6531.45742330598,6951.1895319497,7358.69259375694,8291.06987196882,8775.65315199808,8755.56356188743,8109.47481430185,7734.87443516573,7300.72079255992,7693.2017302717,..,..,..,..,..,..,..
Middle East & North Africa,MEA,"Population, total",SP.POP.TOTL,315326801,321297208,327362252,333608779,340143481,347029874,354302463,361929136,369823252,377883993,385917886,393944527,401974219,409977874,417932242,425821770,433597626,441255234,448912859,456661000,..,..,..,..,..,..
Middle East & North Africa,MEA,"School age population, tertiary education, both sexes (number)",SP.TER.TOTL.IN,32305612,33355167,34444898,35443869,36339807,36908207,37612415,38328607,38886385,39203001,39255241,39096270.25,38849934.16667,38443668.08333,37957906,37411111.25,36750735.5,36464996.75,36044076,35909973,..,..,..,..,..,..
Middle East & North Africa,MEA,"Enrolment in tertiary education, ISCED 6 programmes, both sexes (number)",UIS.E.6,..,..,..,..,..,..,..,..,..,..,..,..,10138791.7108,10598631.62822,11075554.8084,11329695.55121,11258083.10553,11260734.08583,11030236.61114,11045223.27491,..,..,..,..,..,..
Middle East & North Africa,MEA,"Enrolment in tertiary education, ISCED 7 programmes, both sexes (number)",UIS.E.7,..,..,..,..,..,..,..,..,..,..,..,..,1286229.01413,1319415.09499,1468756.44713,1628365.74651,1780826.92098,1813691.90435,1733904.53328,1747761.57075,..,..,..,..,..,..
Middle East & North Africa,MEA,"Enrolment in tertiary education, ISCED 8 programmes, both sexes (number)",UIS.E.8,92285.16483,98175.83583,103546.08207,112694.23709,130261.18835,123738.90462,130031.35078,132800.78359,143135.67512,152983.27213,159563.46085,168606.03606,179807.60243,200975.06872,227281.99953,251729.30555,282094.8823,315735.23623,323055.02794,326665.52902,..,..,..,..,..,..
Middle East & North Africa (excluding high income),MNA,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,1576.15886471433,1606.25766265862,1613.04832875349,1728.704637986,1912.52515470961,2165.97528566617,2440.77419395594,2854.44906759315,3361.56047484774,3667.9725947927,3983.02051712615,4091.96543998787,4581.82025369886,4752.84894007256,4627.91449668098,4191.58950515081,4124.71237584321,3886.78011172481,..,..,..,..,..,..,..,..
Middle East & North Africa (excluding high income),MNA,"Population, total",SP.POP.TOTL,279279634,284249018,289264324,294343628,299502774,304755503,310109412,315573347,321168767,326900984,332777824,338814807,345004009,351299193,357637340,363975550,370276461,376546755,382896715,389463000,..,..,..,..,..,..
Middle East & North Africa (excluding high income),MNA,"School age population, tertiary education, both sexes (number)",SP.TER.TOTL.IN,29229400,30248653,31175800,32062620,32873325,33366364,33992468,34397713,34697941,34831245,34786986,34623606.25,34273594.16667,33855665.08333,33431489,33003617.25,32499372.5,32105929.75,31703984,31649057,..,..,..,..,..,..
Middle East & North Africa (excluding high income),MNA,"Enrolment in tertiary education, ISCED 6 programmes, both sexes (number)",UIS.E.6,..,..,..,..,..,..,..,..,..,..,..,..,8598321.00424,8918032.73614,9225035.8084,9421017.55121,9261570.10553,9228283.08583,9046817.59951,9092603.26554,..,..,..,..,..,..
Middle East & North Africa (excluding high income),MNA,"Enrolment in tertiary education, ISCED 7 programmes, both sexes (number)",UIS.E.7,..,..,..,..,..,..,..,..,..,..,..,..,1139177.62856,1164161.98896,1307480.44713,1456446.74651,1602348.92098,1629383.90435,1545428.5312,1555845.56933,..,..,..,..,..,..
Middle East & North Africa (excluding high income),MNA,"Enrolment in tertiary education, ISCED 8 programmes, both sexes (number)",UIS.E.8,83262.95905,88248.41175,93443.52735,101745.23709,118902.06239,111482.35949,116998.12143,119556.6035,129697.29774,139339.64899,145427.10571,152194.16034,162932.16761,183643.36757,209901.99953,232244.30555,261726.8823,294593.23623,300281.02783,301959.52901,..,..,..,..,..,..
Middle East & North Africa (IDA & IBRD countries),TMN,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Middle East & North Africa (IDA & IBRD countries),TMN,"Population, total",SP.POP.TOTL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Middle East & North Africa (IDA & IBRD countries),TMN,"School age population, tertiary education, both sexes (number)",SP.TER.TOTL.IN,28932026,29942079,30861485,31741359,32544583,33028817,33644430,34036634,34321834,34438323,34375935,34193264.25,33824833.16667,33390649.08333,32953530,32515549.25,32003861.5,31606121.75,31201573,31145119,..,..,..,..,..,..
Middle East & North Africa (IDA & IBRD countries),TMN,"Enrolment in tertiary education, ISCED 6 programmes, both sexes (number)",UIS.E.6,..,..,..,..,..,..,..,..,..,..,..,..,8419899.76937,8741523.73614,9045010.8084,9236611.55121,9078161.10553,9044957.08583,8864205.59951,8915713.26554,..,..,..,..,..,..
Middle East & North Africa (IDA & IBRD countries),TMN,"Enrolment in tertiary education, ISCED 7 programmes, both sexes (number)",UIS.E.7,..,..,..,..,..,..,..,..,..,..,..,..,1128174.86343,1153375.98896,1297305.44713,1445135.74651,1591734.92098,1616496.90435,1530971.5312,1540490.56933,..,..,..,..,..,..
Middle East & North Africa (IDA & IBRD countries),TMN,"Enrolment in tertiary education, ISCED 8 programmes, both sexes (number)",UIS.E.8,83262.95905,88248.41175,93443.52735,101745.23709,118902.06239,111482.35949,116998.12143,119556.6035,129694.29774,139338.64899,145425.10571,152194.16034,162932.16761,183642.36757,209885.99953,232204.30555,261681.8823,294566.23623,300121.02783,301714.52901,..,..,..,..,..,..
Middle income,MIC,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,1228.784929398,1238.83876410891,1258.3314345474,1369.40528488091,1592.12910207168,1856.0018629402,2158.04512034397,2559.40577714204,3021.23091643241,3252.81859199635,3633.87470443823,4043.53203017433,4585.99504450792,4961.2382058037,5133.85807243833,5005.39208571965,4911.37071907426,4992.78003744578,5342.85148178287,..,..,..,..,..,..,..
Middle income,MIC,"Population, total",SP.POP.TOTL,4598469354,4658609413,4717766167,4776667150,4835321975,4893951980,4952303244,5010312065,5068731828,5128024829,5187847044,5248583579,5309856949,5371870625,5433979884,5495816130,5557635482,5619111361,5678540888,5735396000,..,..,..,..,..,..
Middle income,MIC,"School age population, tertiary education, both sexes (number)",SP.TER.TOTL.IN,414866283,420861271,427733783,435986764,445595669,456105810,468016344,479657667,487966196,491527724.2,491744104,485568014.55,478233987.43333,470973977.81667,465770120,461755782.85,459630564.7,458835250.55,457678966.4,456545969,..,..,..,..,..,..
Middle income,MIC,"Enrolment in tertiary education, ISCED 6 programmes, both sexes (number)",UIS.E.6,..,..,..,..,..,..,..,..,..,..,..,..,92101374.91873,97616768.98049,105809673.09519,110464542.64623,113467716.15773,115462631.4698,117016225.59107,119405402.82373,..,..,..,..,..,..
Middle income,MIC,"Enrolment in tertiary education, ISCED 7 programmes, both sexes (number)",UIS.E.7,..,..,..,..,..,..,..,..,..,..,..,..,15070690.31663,14981300.30192,14756047.50756,14191703.83316,14065980.79399,14278584.55801,14503144.5266,14653667.74463,..,..,..,..,..,..
Middle income,MIC,"Enrolment in tertiary education, ISCED 8 programmes, both sexes (number)",UIS.E.8,565981.60668,608770.7399,669821.74884,734971.28493,806686.52545,840772.63224,866312.03214,869664.73659,917319.09186,977034.14638,1060155.48638,1105394.47033,1147324.42359,1230087.8775,1286707.07102,1358587.42564,1460432.63463,1523968.50883,1597406.54252,1637696.32343,..,..,..,..,..,..
Moldova,MDA,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,380,400,460,570,730,890,1030,1160,1500,1570,1910,2190,2520,2910,3010,2630,2510,2590,2980,..,..,..,..,..,..,..
Moldova,MDA,"Population, total",SP.POP.TOTL,2923783,2917252,2910504,2902320,2895147,2888111,2880095,2873429,2867964,2864346,2861487,2859833,2859458,2858692,2856950,2834530,2802170,2755158,2706049,3536000,..,..,..,..,..,..
Moldova,MDA,"School age population, tertiary education, both sexes (number)",SP.TER.TOTL.IN,319536,324090,334514,343069,349233,361096,364825,360273,359016,352930,341242,326982,311115,296687,280371,265435,249637,233590,219172,207665,..,..,..,..,..,..
Moldova,MDA,"Enrolment in tertiary education, ISCED 6 programmes, both sexes (number)",UIS.E.6,..,..,..,..,..,..,..,..,..,..,..,..,..,82663,77888,71071,63693,57576,50282,46779,..,..,..,..,..,..
Moldova,MDA,"Enrolment in tertiary education, ISCED 7 programmes, both sexes (number)",UIS.E.7,..,..,..,..,..,..,..,..,..,..,..,..,..,21823,21535,20923,21456,20859,19367,17895,..,..,..,..,..,..
Moldova,MDA,"Enrolment in tertiary education, ISCED 8 programmes, both sexes (number)",UIS.E.8,1209,1563,1734,1937,1956,1997,1935,1945,1880,1858,1928,1833,1875,1767,1806,1933,2037,2004,1967,2073,..,..,..,..,..,..
Monaco,MCO,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Monaco,MCO,"Population, total",SP.POP.TOTL,32147,32470,32806,33153,33500,33843,34190,34525,34872,35226,35612,36024,36460,36901,37322,37718,38070,38392,38682,39000,..,..,..,..,..,..
Monaco,MCO,"School age population, tertiary education, both sexes (number)",SP.TER.TOTL.IN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Monaco,MCO,"Enrolment in tertiary education, ISCED 6 programmes, both sexes (number)",UIS.E.6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,506,541,548,533,520,..,..,..,..,..
Monaco,MCO,"Enrolment in tertiary education, ISCED 7 programmes, both sexes (number)",UIS.E.7,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,186,179,299,278,278,..,..,..,..,..
Monaco,MCO,"Enrolment in tertiary education, ISCED 8 programmes, both sexes (number)",UIS.E.8,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,26,32,35,38,33,..,..,..,..,..
Mongolia,MNG,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,470,480,530,610,760,900,1120,1410,1800,1790,2000,2590,3650,4330,4210,3820,3500,3230,3660,..,..,..,..,..,..,..
Mongolia,MNG,"Population, total",SP.POP.TOTL,2397418,2419588,2443271,2468762,2496391,2526424,2558856,2593820,2631898,2673796,2719896,2770362,2824699,2881792,2940108,2998439,3056359,3113779,3170208,3225000,..,..,..,..,..,..
Mongolia,MNG,"School age population, tertiary education, both sexes (number)",SP.TER.TOTL.IN,245315,248430,252170,258086,266582,277267,290361,303452,312810,315557,308495,308070,297072,285284,274329,263847,254027,244902,236675,..,..,..,..,..,..,..
Mongolia,MNG,"Enrolment in tertiary education, ISCED 6 programmes, both sexes (number)",UIS.E.6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,133223,130484,..,..,..,..,..,..,..
Mongolia,MNG,"Enrolment in tertiary education, ISCED 7 programmes, both sexes (number)",UIS.E.7,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,20066,20345,..,..,..,..,..,..,..
Mongolia,MNG,"Enrolment in tertiary education, ISCED 8 programmes, both sexes (number)",UIS.E.8,687,936,959,1588,1615,1790,1980,2099,2134,2207,2190,2476,3110,3258,3407,3505,3325,3849,4295,..,..,..,..,..,..,..
Montenegro,MNE,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,..,..,1970,2440,3100,3660,4320,5120,6470,6740,6920,7250,7000,7330,7320,7250,7090,7400,8430,..,..,..,..,..,..,..
Montenegro,MNE,"Population, total",SP.POP.TOTL,604950,607389,609828,612267,613353,614261,615025,615875,616969,618294,619428,620079,620601,621207,621810,622159,622303,622373,622227,622000,..,..,..,..,..,..
Montenegro,MNE,"School age population, tertiary education, both sexes (number)",SP.TER.TOTL.IN,45780,45991,47032,48247,49247,49773,49811,48578,47263,46200,45545,..,..,..,44168,..,43351,42990,42485,41918,..,..,..,..,..,..
Montenegro,MNE,"Enrolment in tertiary education, ISCED 6 programmes, both sexes (number)",UIS.E.6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,23601,23609,22465,21308,..,..,..,..,..,..
Montenegro,MNE,"Enrolment in tertiary education, ISCED 7 programmes, both sexes (number)",UIS.E.7,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1002,1365,1309,1318,..,..,..,..,..,..
Montenegro,MNE,"Enrolment in tertiary education, ISCED 8 programmes, both sexes (number)",UIS.E.8,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,40,40,52,83,..,..,..,..,..,..
Montserrat,MSR,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Montserrat,MSR,"Population, total",SP.POP.TOTL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Montserrat,MSR,"School age population, tertiary education, both sexes (number)",SP.TER.TOTL.IN,481,403,363,349,351,361,370,372,370,364,357,349,335,315,287,250,..,..,..,..,..,..,..,..,..,..
Montserrat,MSR,"Enrolment in tertiary education, ISCED 6 programmes, both sexes (number)",UIS.E.6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Montserrat,MSR,"Enrolment in tertiary education, ISCED 7 programmes, both sexes (number)",UIS.E.7,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Montserrat,MSR,"Enrolment in tertiary education, ISCED 8 programmes, both sexes (number)",UIS.E.8,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Morocco,MAR,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,1390,1400,1370,1540,1830,2070,2240,2380,2700,2880,2930,3000,2980,3090,3060,3020,2880,2880,3090,..,..,..,..,..,..,..
Morocco,MAR,"Population, total",SP.POP.TOTL,28793679,29126330,29454768,29782884,30115214,30455561,30804683,31163673,31536811,31929087,32343389,32781850,33241898,33715693,34192347,34663603,35126296,35581294,36029138,36472000,..,..,..,..,..,..
Morocco,MAR,"School age population, tertiary education, both sexes (number)",SP.TER.TOTL.IN,2905200,2986242,3052331,3096519,3115629,3118346,3108327,3087632,3069946,3063974,3068691,3087559,3114366,3126289,3116167,3089065,3045777,2988884,2939278,2906409,..,..,..,..,..,..
Morocco,MAR,"Enrolment in tertiary education, ISCED 6 programmes, both sexes (number)",UIS.E.6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,594189,673760,687726,710619,764154,..,..,..,..,..,..
Morocco,MAR,"Enrolment in tertiary education, ISCED 7 programmes, both sexes (number)",UIS.E.7,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,92184,94802,114558,126687,131464,..,..,..,..,..,..
Morocco,MAR,"Enrolment in tertiary education, ISCED 8 programmes, both sexes (number)",UIS.E.8,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,23002,26906,30172,34431,36653,..,..,..,..,..,..
Mozambique,MOZ,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,320,310,280,320,350,390,420,450,500,540,520,550,600,670,690,640,530,470,460,..,..,..,..,..,..,..
Mozambique,MOZ,"Population, total",SP.POP.TOTL,17711927,18221888,18764155,19331100,19910552,20493925,21080110,21673316,22276596,22894710,23531574,24187487,24862648,25560725,26286163,27042002,27829942,28649007,29495962,30366000,..,..,..,..,..,..
Mozambique,MOZ,"School age population, tertiary education, both sexes (number)",SP.TER.TOTL.IN,1638001,1694293,1749775,1805673,1912415,1962504,2004301,2050989,2104064,2162913,2227587,2295039,2367972,2446888,2532613,2624989,2716863,2817031,2925519,..,..,..,..,..,..,..
Mozambique,MOZ,"Enrolment in tertiary education, ISCED 6 programmes, both sexes (number)",UIS.E.6,..,..,..,..,..,..,..,..,..,..,99758,..,116678,128073,149577,168182,188099,192096,204401,..,..,..,..,..,..,..
Mozambique,MOZ,"Enrolment in tertiary education, ISCED 7 programmes, both sexes (number)",UIS.E.7,..,..,..,..,..,..,..,..,..,..,4054,..,7093,8777,7734,6398,8531,8105,8916,..,..,..,..,..,..,..
Mozambique,MOZ,"Enrolment in tertiary education, ISCED 8 programmes, both sexes (number)",UIS.E.8,..,..,..,..,..,..,..,..,..,..,38,..,8,88,120,222,171,448,613,..,..,..,..,..,..,..
Myanmar,MMR,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,..,..,170,180,220,270,290,350,470,640,850,1010,1130,1220,1230,1200,1200,1200,1310,..,..,..,..,..,..,..
Myanmar,MMR,"Population, total",SP.POP.TOTL,46719701,47225120,47702171,48148902,48564484,48949924,49301050,49621475,49929642,50250367,50600818,50990615,51413698,51852451,52280807,52680726,53045226,53382581,53708395,54045000,..,..,..,..,..,..
Myanmar,MMR,"School age population, tertiary education, both sexes (number)",SP.TER.TOTL.IN,5007021,5061425,5056144,5029361,4984070,4928962,4875336,4782954,4708891,4658293,4638015,4649989,4686705,4731982,4783646,..,..,4925636,4954306,..,..,..,..,..,..,..
Myanmar,MMR,"Enrolment in tertiary education, ISCED 6 programmes, both sexes (number)",UIS.E.6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,751592,884272,..,..,..,..,..,..,..
Myanmar,MMR,"Enrolment in tertiary education, ISCED 7 programmes, both sexes (number)",UIS.E.7,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,16753,16884,..,..,..,..,..,..,..
Myanmar,MMR,"Enrolment in tertiary education, ISCED 8 programmes, both sexes (number)",UIS.E.8,..,1185,..,..,..,..,..,3769,..,..,..,2971,2800,..,..,..,..,2976,2785,..,..,..,..,..,..,..
Namibia,NAM,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,2260,2100,2010,2290,2890,3530,4040,4210,4310,4260,4510,5160,5690,6020,5990,5550,4980,4800,5220,..,..,..,..,..,..,..
Namibia,NAM,"Population, total",SP.POP.TOTL,1794571,1823672,1851523,1879117,1907745,1938320,1971317,2006514,2043394,2081044,2118874,2156701,2194784,2233510,2273430,2314904,2358041,2402603,2448255,2495000,..,..,..,..,..,..
Namibia,NAM,"School age population, tertiary education, both sexes (number)",SP.TER.TOTL.IN,183427,185550,188094,191325,195325,200023,204560,209355,214190,218969,223729,227714,231567,235159,238343,241184,243256,244869,..,..,..,..,..,..,..,..
Namibia,NAM,"Enrolment in tertiary education, ISCED 6 programmes, both sexes (number)",UIS.E.6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,33156,31504,37403,38576,..,..,..,..,..,..,..,..
Namibia,NAM,"Enrolment in tertiary education, ISCED 7 programmes, both sexes (number)",UIS.E.7,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1237,1388,1866,2292,..,..,..,..,..,..,..,..
Namibia,NAM,"Enrolment in tertiary education, ISCED 8 programmes, both sexes (number)",UIS.E.8,..,6,5,9,..,45,22,..,384,..,..,..,..,..,148,105,158,187,..,..,..,..,..,..,..,..
Nauru,NRU,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Nauru,NRU,"Population, total",SP.POP.TOTL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Nauru,NRU,"School age population, tertiary education, both sexes (number)",SP.TER.TOTL.IN,1041,1042,1036,1021,997,965,932,907,895,893,902,..,..,..,953,..,..,..,..,..,..,..,..,..,..,..
Nauru,NRU,"Enrolment in tertiary education, ISCED 6 programmes, both sexes (number)",UIS.E.6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Nauru,NRU,"Enrolment in tertiary education, ISCED 7 programmes, both sexes (number)",UIS.E.7,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Nauru,NRU,"Enrolment in tertiary education, ISCED 8 programmes, both sexes (number)",UIS.E.8,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Nepal,NPL,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,230,240,240,260,280,310,340,370,430,480,540,610,700,750,770,780,770,860,970,..,..,..,..,..,..,..
Nepal,NPL,"Population, total",SP.POP.TOTL,23941110,24347106,24725627,25080872,25419344,25744500,26066693,26382581,26666576,26883535,27013212,27041437,26989862,26917906,26906926,27015031,27261131,27627124,28087871,28609000,..,..,..,..,..,..
Nepal,NPL,"School age population, tertiary education, both sexes (number)",SP.TER.TOTL.IN,2253995,2297109,2308564,2383752,2395759,2419335,2458815,2514764,2556929,2592648,2628114,2667473,..,2788005,2867502,2975480,3106437,3202284,3260999,3287931,..,..,..,..,..,..
